Deze csv werd beperkt tot 2000 resultaten.
Meer gegevens kunnen gevonden worden door de parameter 'pagina' toe te voegen aan de zoekstring.
 Eerste pagina: https://inventaris.onroerenderfgoed.be/aanduidingsobjecten.csv?per_pagina=2000&pagina=1
 Laatste pagina: https://inventaris.onroerenderfgoed.be/aanduidingsobjecten.csv?per_pagina=2000&pagina=76
 Volgende pagina: https://inventaris.onroerenderfgoed.be/aanduidingsobjecten.csv?per_pagina=2000&pagina=2
id,type,naam,locatie,provincie,gemeente,deelgemeente,nummers,stijl,typologie,context,materiaal,plantensoort,datering,gga_motivatie,personen,gebeurtenissen,themas,geldig vanaf,geldig tot,geldigheid opmerkingen,besluiten,dataverantwoordelijke,toelatingsplichtige handelingen
86131,Vastgesteld bouwkundig erfgoed,Pastorie,Grote Baan 202 (Aalst),Oost-Vlaanderen,Aalst,Herdersem,,,"bijgebouwen, hekken, hekpijlers, omheiningsmuren, pastorieën",,,,derde kwart 19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127866,Vastgesteld bouwkundig erfgoed,Pastorie Onze-Lieve-Vrouw Hemelvaartparochie met tuin,Grote Baan 202 (Aalst),Oost-Vlaanderen,Aalst,Herdersem,,,"bijgebouwen, hekken, hekpijlers, omheiningsmuren, pastorietuinen, pastorieën",,,,derde kwart 19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
95052,Vastgesteld bouwkundig erfgoed,Dienstgebouw,Grote Baan 211 (Aalst),Oost-Vlaanderen,Aalst,Herdersem,,,bijgebouwen,,,,,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127867,Vastgesteld bouwkundig erfgoed,Dienstgebouw,Grote Baan 211 (Aalst),Oost-Vlaanderen,Aalst,Herdersem,,,bijgebouwen,,,,,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
8366,Beschermd monument,Parochiekerk Onze-Lieve-Vrouw Hemelvaart: orgel,Grote Baan 213 (Aalst),Oost-Vlaanderen,Aalst,Herdersem,"4.01/41002/116.1, DO000397, OO000435",,orgels,,,,vierde kwart 18de eeuw,,"Gebroeders Vereecken (Uitvoerder), Van Peteghem Lambert-Benoit (Uitvoerder), Van Peteghem Pieter (sr.) (Uitvoerder)",Project beschermingsdatabank 2013-2016,,1975-10-16,,,882,Agentschap Onroerend Erfgoed,nee
95226,Vastgesteld bouwkundig erfgoed,Parochiekerk Onze-Lieve-Vrouw-Hemelvaart,Grote Baan 213 (Aalst),Oost-Vlaanderen,Aalst,Herdersem,,neoclassicisme,parochiekerken,,,,derde kwart 19de eeuw,,"de Perre-Montigny Edmond (Ontwerper), Gebroeders Vereecken (Uitvoerder), Van Peteghem Lambert-Benoit (Uitvoerder), Van Peteghem Pieter (sr.) (Uitvoerder)","Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127868,Vastgesteld bouwkundig erfgoed,Parochiekerk Onze-Lieve-Vrouw Hemelvaart,Grote Baan 213 (Aalst),Oost-Vlaanderen,Aalst,Herdersem,,neoclassicisme,parochiekerken,,,,derde kwart 19de eeuw,,"de Perre-Montigny Edmond (Ontwerper), Gebroeders Vereecken (Uitvoerder), Van Peteghem Lambert-Benoit (Uitvoerder), Van Peteghem Pieter (sr.) (Uitvoerder)",Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
58424,Vastgesteld bouwkundig erfgoed,Semi-gesloten hoevetje,Grote Baan 41 (Aalst),Oost-Vlaanderen,Aalst,Herdersem,,,"boerenwoningen, hoeven",,,,19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
78382,Vastgesteld bouwkundig erfgoed,Hoeve,Grote Baan 6 (Aalst),Oost-Vlaanderen,Aalst,Herdersem,,,"boerenwoningen, gesloten hoeven",,,,"derde kwart 19de eeuw, tweede kwart 19de eeuw",,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127869,Vastgesteld bouwkundig erfgoed,Hoeve,Grote Baan 6 (Aalst),Oost-Vlaanderen,Aalst,Herdersem,,,"boerenwoningen, gesloten hoeven",,,,"derde kwart 19de eeuw, tweede kwart 19de eeuw",,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
8225,Beschermd monument,"Schepenhuis, belfort en gebiedshuisje",Grote Markt (Aalst),Oost-Vlaanderen,Aalst,Aalst,"4.01/41002/104.1, DO000118, OO000424","gotiek, romaans","belforten, Mariabeelden, schepenhuizen, sculpturen",,,,"17de eeuw, derde kwart 15de eeuw, eerste kwart 13de eeuw, eerste kwart 15de eeuw, tweede kwart 16de eeuw, vierde kwart 19de eeuw",,Van Assche Auguste (Ontwerper),Project beschermingsdatabank 2013-2016,,1943-10-13,,,86,Agentschap Onroerend Erfgoed,nee
14999,Unesco werelderfgoed kernzone,Schepenhuis en belfort,Grote Markt (Aalst),Oost-Vlaanderen,Aalst,Aalst,,"gotiek, romaans","belforten, Mariabeelden, schepenhuizen, sculpturen",,,,"17de eeuw, derde kwart 15de eeuw, eerste kwart 13de eeuw, eerste kwart 15de eeuw, tweede kwart 16de eeuw, vierde kwart 19de eeuw",,Van Assche Auguste (Ontwerper),Belforten in België en Frankrijk,,1999-12-04,,,,Agentschap Onroerend Erfgoed,nee
15000,Unesco werelderfgoed bufferzone,Schepenhuis en belfort: buffer,"Grote Markt, Kattestraat, Kerkstraat, Klapstraat, Lange Zoutstraat, Molenstraat, Onderwijsstraat, Pontstraat, Rozemarijnstraat, Sluierstraat, Stoofstraat, Zwarte Zustersstraat (Aalst)",Oost-Vlaanderen,Aalst,Aalst,,"gotiek, romaans","belforten, Mariabeelden, schepenhuizen, sculpturen",,,,"17de eeuw, derde kwart 15de eeuw, eerste kwart 13de eeuw, eerste kwart 15de eeuw, tweede kwart 16de eeuw, vierde kwart 19de eeuw",,Van Assche Auguste (Ontwerper),Belforten in België en Frankrijk,,1999-12-04,,,,Agentschap Onroerend Erfgoed,nee
7860,Beschermd monument,Herberg Graaf van Egmont,Grote Markt 1 (Aalst),Oost-Vlaanderen,Aalst,Aalst,"4.01/41002/161.1, DO001045, OO000581",,"burgerhuizen, herbergen",,,,"derde kwart 19de eeuw, vierde kwart 18de eeuw",,,Project beschermingsdatabank 2013-2016,,1997-10-23,,,3236,Agentschap Onroerend Erfgoed,nee
81130,Vastgesteld bouwkundig erfgoed,Herberg Graaf van Egmont,Grote Markt 1 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,"burgerhuizen, herbergen",,,,"derde kwart 19de eeuw, vierde kwart 18de eeuw",,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127873,Vastgesteld bouwkundig erfgoed,Herberg Graaf van Egmont,Grote Markt 1 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,"burgerhuizen, herbergen",,,,"derde kwart 19de eeuw, vierde kwart 18de eeuw",,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
59100,Vastgesteld bouwkundig erfgoed,Stadswoning,Grote Markt 11 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,stadswoningen,,,,19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127874,Vastgesteld bouwkundig erfgoed,Stadswoning,Grote Markt 11 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,stadswoningen,,,,19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
95593,Vastgesteld bouwkundig erfgoed,Stadswoning met lijstgevel,Grote Markt 20 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,stadswoningen,,,,,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127875,Vastgesteld bouwkundig erfgoed,Smalle stadswoning,Grote Markt 20 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,stadswoningen,,,,,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
53531,Vastgesteld bouwkundig erfgoed,Burgerhuis,Grote Markt 21 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,burgerhuizen,,,,19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127876,Vastgesteld bouwkundig erfgoed,Burgerhuis,Grote Markt 21 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,burgerhuizen,,,,19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
87260,Vastgesteld bouwkundig erfgoed,Burgerhuis,Grote Markt 22 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,burgerhuizen,,,,,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127877,Vastgesteld bouwkundig erfgoed,Burgerhuis,Grote Markt 22 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,burgerhuizen,,,,,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
127878,Vastgesteld bouwkundig erfgoed,Twee burgerhuizen,Grote Markt 23-25 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,burgerhuizen,,,,,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
88328,Vastgesteld bouwkundig erfgoed,Twee burgerhuizen,Grote Markt 23-25 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,burgerhuizen,,,,,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
8239,Beschermd monument,Beurs van Amsterdam,Grote Markt 26 (Aalst),Oost-Vlaanderen,Aalst,Aalst,"4.01/41002/106.1, DO000183, OO000426","barok, renaissance","herbergen, weeshuizen",,,,"tweede kwart 17de eeuw, tweede kwart 18de eeuw, vierde kwart 17de eeuw, voor WO I",,"du Can Jan (Ontwerper), Van der Moesen Gaspar (Ontwerper)",Project beschermingsdatabank 2013-2016,,1945-09-27,,,131,Agentschap Onroerend Erfgoed,nee
68824,Vastgesteld bouwkundig erfgoed,Beurs van Amsterdam,Grote Markt 26 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,"barok, renaissance","herbergen, weeshuizen",,,,"tweede kwart 17de eeuw, tweede kwart 18de eeuw, vierde kwart 17de eeuw, voor WO I",,"du Can Jan (Ontwerper), Van der Moesen Gaspar (Ontwerper)","Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127879,Vastgesteld bouwkundig erfgoed,Beurs van Amsterdam,Grote Markt 26 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,"barok, renaissance","herbergen, weeshuizen",,,,"tweede kwart 17de eeuw, tweede kwart 18de eeuw, vierde kwart 17de eeuw, voor WO I",,"du Can Jan (Ontwerper), Van der Moesen Gaspar (Ontwerper)",Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
8313,Beschermd monument,Stadhuiscomplex Aalst,"Grote Markt 3, Zwarte Zustersstraat 8 (Aalst)",Oost-Vlaanderen,Aalst,Aalst,"4.01/41002/133.1, DO000815, OO000457","neoclassicisme, rococo, traditioneel","gedenktekens, herenhuizen, kasselrijhuizen, kloosters, koetshuizen, stadhuizen",,,,"17de eeuw, 18de eeuw, tweede kwart 19de eeuw",,"De Doncker H. (Ontwerper), Roelandt Louis (Ontwerper)",Project beschermingsdatabank 2013-2016,,1991-06-19,,,2384,Agentschap Onroerend Erfgoed,nee
8321,"Beschermd stads- of dorpsgezicht, intrinsiek",Stadhuis van Aalst,Grote Markt 3 (Aalst),Oost-Vlaanderen,Aalst,Aalst,"4.02/41002/107.1, DO000815, OO000459","neoclassicisme, rococo, traditioneel","kasselrijhuizen, koetshuizen, stadhuizen",,,,"derde kwart 18de eeuw, tweede kwart 17de eeuw, tweede kwart 19de eeuw",,"De Doncker H. (Ontwerper), Roelandt Louis (Ontwerper)",Project beschermingsdatabank 2013-2016,,1991-06-19,,,2384,Agentschap Onroerend Erfgoed,nee
96729,Vastgesteld bouwkundig erfgoed,Stadhuis van Aalst,Grote Markt 3 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,"neoclassicisme, traditioneel","kasselrijhuizen, koetshuizen, stadhuizen",,,,"derde kwart 18de eeuw, tweede kwart 17de eeuw, tweede kwart 19de eeuw",,"De Doncker H. (Ontwerper), Roelandt Louis (Ontwerper)","Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127880,Vastgesteld bouwkundig erfgoed,Stadhuis van Aalst,Grote Markt 3 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,"neoclassicisme, traditioneel","kasselrijhuizen, koetshuizen, stadhuizen",,,,"derde kwart 18de eeuw, tweede kwart 17de eeuw, tweede kwart 18de eeuw, tweede kwart 19de eeuw",,"De Doncker H. (Ontwerper), Roelandt Louis (Ontwerper)",Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
89631,Vastgesteld bouwkundig erfgoed,"Schepenhuis, belfort en gebiedshuisje",Grote Markt 30 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,"gotiek, romaans","belforten, Mariabeelden, schepenhuizen, sculpturen",,,,"17de eeuw, derde kwart 15de eeuw, eerste kwart 13de eeuw, eerste kwart 15de eeuw, tweede kwart 16de eeuw, vierde kwart 19de eeuw",,Van Assche Auguste (Ontwerper),"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127881,Vastgesteld bouwkundig erfgoed,"Schepenhuis, belfort en Gebiedshuisje",Grote Markt 30 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,"gotiek, romaans","belforten, gevelniskapellen, Mariabeelden, schepenhuizen, sculpturen",,,,"17de eeuw, derde kwart 15de eeuw, eerste kwart 13de eeuw, eerste kwart 15de eeuw, tweede kwart 16de eeuw, vierde kwart 19de eeuw",,Van Assche Auguste (Ontwerper),Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
73912,Vastgesteld bouwkundig erfgoed,Burgerhuis,Grote Markt 4 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,burgerhuizen,,,,,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127882,Vastgesteld bouwkundig erfgoed,Burgerhuis,Grote Markt 4 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,burgerhuizen,,,,,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
70520,Vastgesteld bouwkundig erfgoed,Huis 't Paviljoen,Grote Markt 5 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,burgerhuizen,,,,"15de eeuw, vierde kwart 17de eeuw",,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127883,Vastgesteld bouwkundig erfgoed,Huis 't Paviljoen,Grote Markt 5 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,burgerhuizen,,,,"15de eeuw, vierde kwart 17de eeuw",,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
85127,Vastgesteld bouwkundig erfgoed,Stadswoning,Grote Markt 6 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,stadswoningen,,,,,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127884,Vastgesteld bouwkundig erfgoed,Stadswoning,Grote Markt 6 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,stadswoningen,,,,,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
127885,Vastgesteld bouwkundig erfgoed,Hoekhuis De Draeck,"Grote Markt 6A, Kerkstraat 2 (Aalst)",Oost-Vlaanderen,Aalst,Aalst,,,burgerhuizen,,,,,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
78565,Vastgesteld bouwkundig erfgoed,Landhuis van Aalst Roose,Grote Markt 9 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,burgerhuizen,,,,19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127886,Vastgesteld bouwkundig erfgoed,Huis Roose,Grote Markt 9 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,,burgerhuizen,,,,19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
93192,Vastgesteld bouwkundig erfgoed,Hoeve Muylaert,Heidebosstraat 34 (Aalst),Oost-Vlaanderen,Aalst,Moorsel,,,"betreedbare kapellen (klein erfgoed), dreven, gesloten hoeven, hekpijlers, poorten (bijgebouwen)",,,,19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2012-11-18,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127887,Vastgesteld bouwkundig erfgoed,Hoeve Muylaert,Heidebosstraat 34 (Aalst),Oost-Vlaanderen,Aalst,Moorsel,,,"betreedbare kapellen (klein erfgoed), dreven, gesloten hoeven, hekpijlers, poorten (bijgebouwen)",,,,19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
113511,Beschermd monument,Apotheek Lambrecht ,Heilig Hartlaan 10A (Aalst),Oost-Vlaanderen,Aalst,Aalst,"4.001/41002/109.1, 4.01/41002/339.1","modernisme, postmodernisme",apotheken,,,,na WO II,,"Cammu Piet (Ontwerper), De Bruyne Pieter (Ontwerper)",Thematische beschermingen winkelinterieurs,,2019-04-23,2020-01-25,voorlopige bescherming verlopen,14803,Agentschap Onroerend Erfgoed,nee
127888,Vastgesteld bouwkundig erfgoed,Apotheek Lambrecht,Heilig Hartlaan 10A (Aalst),Oost-Vlaanderen,Aalst,Aalst,,"modernisme, postmodernisme",apotheken,,,,na WO II,,"Cammu Piet (Ontwerper), De Bruyne Pieter (Ontwerper)",Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
92119,Vastgesteld bouwkundig erfgoed,Parochiekerk Heilig Hart,Heilig Hartlaan 38 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,neoromaans,"omheiningsmuren, parochiekerken",,,,interbellum,,Van Overstraeten E. (Ontwerper),"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127889,Vastgesteld bouwkundig erfgoed,Parochiekerk Heilig Hart,Heilig Hartlaan 38 (Aalst),Oost-Vlaanderen,Aalst,Aalst,,neoromaans,"omheiningsmuren, parochiekerken",,,,interbellum,,Van Overstraeten E. (Ontwerper),Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
66870,Vastgesteld bouwkundig erfgoed,Boerenhuisje,Heuvel 84-86 (Aalst),Oost-Vlaanderen,Aalst,Erembodegem,,,boerenwoningen,,,,vierde kwart 18de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
127890,Vastgesteld bouwkundig erfgoed,Langgestrekte boerenwoning,Heuvel 84-86 (Aalst),Oost-Vlaanderen,Aalst,Erembodegem,,,boerenwoningen,,,,vierde kwart 18de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
7670,Beschermd monument,Opgaande linde als vredesboom Hofstade,Hofstade-Dorp (Aalst),Oost-Vlaanderen,Aalst,Hofstade,"4.001/41002/103.1, 4.01/41002/333.1",,"opgaande bomen, solitaire bomen, vrijheidsbomen",,,Tilia platyphyllos,WO I,,,Project beschermingsdatabank 2013-2016,,2013-12-04,,,5256,Agentschap Onroerend Erfgoed,nee
