Deze csv werd beperkt tot 2000 resultaten.
Meer gegevens kunnen gevonden worden door de parameter 'pagina' toe te voegen aan de zoekstring.
 Eerste pagina: https://inventaris.onroerenderfgoed.be/aanduidingsobjecten.csv?per_pagina=2000&pagina=1
 Laatste pagina: https://inventaris.onroerenderfgoed.be/aanduidingsobjecten.csv?per_pagina=2000&pagina=76
 Volgende pagina: https://inventaris.onroerenderfgoed.be/aanduidingsobjecten.csv?per_pagina=2000&pagina=2
id,type,naam,locatie,provincie,gemeente,deelgemeente,nummers,stijl,typologie,context,materiaal,plantensoort,datering,gga_motivatie,personen,gebeurtenissen,themas,geldig vanaf,geldig tot,geldigheid opmerkingen,besluiten,dataverantwoordelijke,toelatingsplichtige handelingen
128213,Vastgesteld bouwkundig erfgoed,Hoeve,Den Hulle 1 (Aalter),Oost-Vlaanderen,Aalter,Ursel,,,"bakhuizen, boerenwoningen, hagen, hoeven, schuren, stallen",,,,eerste kwart 19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
10825,Beschermd monument,Pastorie Sint-Willibrordusparochie,Drieselken 1 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,"4.01/44029/106.1, 4.01/44029/109.1, DO001048, OO000400",classicisme,pastorieën,,,,vierde kwart 18de eeuw,,,Project beschermingsdatabank 2013-2016,,1996-03-13,,,2996,Agentschap Onroerend Erfgoed,nee
94695,Vastgesteld bouwkundig erfgoed,Pastorie,Drieselken 1 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,,classicisme,"hekken, omheiningsmuren, pastorietuinen, pastorieën",,,,"derde kwart 19de eeuw, vierde kwart 18de eeuw",,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128215,Vastgesteld bouwkundig erfgoed,Pastorie Sint-Willibrordusparochie met tuin,Drieselken 1 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,,classicisme,"hekken, omheiningsmuren, pastorietuinen, pastorieën",,,,"derde kwart 19de eeuw, vierde kwart 18de eeuw",,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
92610,Vastgesteld bouwkundig erfgoed,Hoeve,Driesstraat 55 (Aalter),Oost-Vlaanderen,Aalter,Ursel,,,"boerenwoningen, hagen, hoeven, schuren, stallen",,,,"18de eeuw, derde kwart 19de eeuw",,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128216,Vastgesteld bouwkundig erfgoed,Hoeve,Driesstraat 55 (Aalter),Oost-Vlaanderen,Aalter,Ursel,,,"boerenwoningen, hagen, hoeven, schuren, stallen",,,,"18de eeuw, derde kwart 19de eeuw",,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
62596,Vastgesteld bouwkundig erfgoed,Drongengoed,Drongengoedweg 9 (Aalter),Oost-Vlaanderen,Aalter,Ursel,,,"abdijhoeven, bakhuizen, boerenwoningen, bossen, dreven, duiventorens, hondenhokken, poorten (bijgebouwen), schuren, sites met walgracht, stallen, toegangsbruggen",,,,"18de eeuw, na WO II, vierde kwart 19de eeuw",,Van Damme G. (Ontwerper),"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128217,Vastgesteld bouwkundig erfgoed,Drongengoed,Drongengoedweg 9 (Aalter),Oost-Vlaanderen,Aalter,Ursel,,,"abdijhoeven, bakhuizen, boerenwoningen, bossen, dreven, duiventorens, hondenhokken, poorten (bijgebouwen), schuren, sites met walgracht, stallen, toegangsbruggen",,,,"18de eeuw, na WO II, vierde kwart 19de eeuw",,Van Damme G. (Ontwerper),Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
10837,Beschermd monument,"Drongengoedhoeve met stallen, duiventoren, bakhuis, poorten en walgrachten",Drongengoedweg 9-10 (Aalter),Oost-Vlaanderen,Aalter,Ursel,"4.01/44029/107.1, 4.01/44029/113.1, DO002226, OO002784",,"abdijhoeven, bakhuizen, boerenwoningen, duiventorens, hoeven, hondenhokken, poorten (bijgebouwen), schuren, sites met walgracht, stallen, toegangsbruggen",,,,"eerste helft 18de eeuw, na WO II, vierde kwart 18de eeuw, vierde kwart 19de eeuw",,Van Damme G. (Ontwerper),Project beschermingsdatabank 2013-2016,,2003-08-21,,,4075,Agentschap Onroerend Erfgoed,nee
10838,Beschermd cultuurhistorisch landschap,Drongengoed,Drongengoedweg 9-10 (Aalter),Oost-Vlaanderen,Aalter,Ursel,"4.03/44029/101.1, 4.03/44029/102.1, DO000246, OO000209",,"abdijhoeven, bakhuizen, boerenwoningen, bossen, dreven, duiventorens, hoeven, hondenhokken, poorten (bijgebouwen), regelmatige ontginningspatronen, schuren, sites met walgracht, stallen, toegangsbruggen",,,,"18de eeuw, na WO II, vierde kwart 19de eeuw",,Van Damme G. (Ontwerper),Project beschermingsdatabank 2013-2016,,1956-03-28,,,369,Agentschap Onroerend Erfgoed,nee
74347,Vastgesteld bouwkundig erfgoed,Villa Maria,Eekloseweg 31 (Aalter),Oost-Vlaanderen,Aalter,Ursel,,,"villa's (bouwkundig erfgoed), waterreservoirs",,,,voor WO I,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128218,Vastgesteld bouwkundig erfgoed,Villa Maria,Eekloseweg 31 (Aalter),Oost-Vlaanderen,Aalter,Ursel,,,"villa's (bouwkundig erfgoed), waterreservoirs",,,,voor WO I,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
95617,Vastgesteld bouwkundig erfgoed,Pastorie,Eekloseweg 6A (Aalter),Oost-Vlaanderen,Aalter,Ursel,,,pastorieën,,,,vierde kwart 18de eeuw,,Elegeert Georges (Ontwerper),"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128219,Vastgesteld bouwkundig erfgoed,Pastorie Sint-Medardusparochie met tuin,Eekloseweg 6A (Aalter),Oost-Vlaanderen,Aalter,Ursel,,,"pastorietuinen, pastorieën",,,,vierde kwart 18de eeuw,,Elegeert Georges (Ontwerper),Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
96632,Vastgesteld bouwkundig erfgoed,Hoeve losse bestanddelen,Eendekooi 10 (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,"aardappelkelders, boerenwoningen, hoeven met losse bestanddelen, schuren, stallen",,,,"19de eeuw, vierde kwart 18de eeuw",,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128220,Vastgesteld bouwkundig erfgoed,Hoeve met losse bestanddelen,Eendekooi 10 (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,"aardappelkelders, boerenwoningen, hoeven met losse bestanddelen, schuren, stallen",,,,"19de eeuw, vierde kwart 18de eeuw",,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
65718,Vastgesteld bouwkundig erfgoed,Boswachtershuisje,Eendekooi 14 (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,"boswachterswoningen, jachthuizen",,,,19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128221,Vastgesteld bouwkundig erfgoed,Boswachtershuisje,Eendekooi 14 (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,"boswachterswoningen, jachthuizen",,,,19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
62391,Vastgesteld bouwkundig erfgoed,Hoeve losse bestanddelen,Eendekooi 18 (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,"afsluitingshagen, bakhuizen, boerenwoningen, boomkapellen, hekken, hoeven met losse bestanddelen, welkomstbomen",,,,,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
91532,Vastgesteld bouwkundig erfgoed,Hoeve,Eendekooi 4 (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,"hoeven, stallen",,,,19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128222,Vastgesteld bouwkundig erfgoed,Hoeve,Eendekooi 4 (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,"hoeven, stallen",,,,19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
92522,Vastgesteld bouwkundig erfgoed,Hoeve Goed te Buigezele,Eendekooi 5 (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,"aardappelkelders, boerenwoningen, hoeven, stallen",,,,,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
49551,Vastgesteld bouwkundig erfgoed,Kapel van het Pauwelsbos,Eksterstraat (Aalter),Oost-Vlaanderen,Aalter,Bellem,,neogotiek,bedevaartkapellen,,,,vierde kwart 19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128227,Vastgesteld bouwkundig erfgoed,Kapel van het Pauwelsbos,Eksterstraat (Aalter),Oost-Vlaanderen,Aalter,Bellem,,neogotiek,bedevaartkapellen,,,,vierde kwart 19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
84976,Vastgesteld bouwkundig erfgoed,Hoeve,Eksterstraat 16 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,"boerenwoningen, hoeven",,,,18de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128223,Vastgesteld bouwkundig erfgoed,Hoeve,Eksterstraat 16 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,"boerenwoningen, hoeven",,,,18de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
89543,Vastgesteld bouwkundig erfgoed,Hof Krekelhoek,Eksterstraat 1A (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,boerenarbeiderswoningen,,,,,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
64382,Vastgesteld bouwkundig erfgoed,Boerenarbeidershuisje,Eksterstraat 2 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,"boerenarbeiderswoningen, waterpompen",,,,,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128224,Vastgesteld bouwkundig erfgoed,Boerenarbeiderswoning,Eksterstraat 2 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,"boerenarbeiderswoningen, waterpompen",,,,,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
81499,Vastgesteld bouwkundig erfgoed,Hoeve,Eksterstraat 22 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,langgestrekte hoeven,,,,vierde kwart 18de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128225,Vastgesteld bouwkundig erfgoed,Langgestrekte hoeve,Eksterstraat 22 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,langgestrekte hoeven,,,,vierde kwart 18de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
76317,Vastgesteld bouwkundig erfgoed,Hoeve losse bestanddelen,Eksterstraat 28 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,"boerenwoningen, hoeven met losse bestanddelen, schuren",,,,,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128226,Vastgesteld bouwkundig erfgoed,Hoeve met losse bestanddelen,Eksterstraat 28 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,"boerenwoningen, hoeven met losse bestanddelen, schuren",,,,,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
49442,Vastgesteld bouwkundig erfgoed,Hoevegebouwen,Ganzeplas 21 (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,"hoeven, landhuizen, sites met walgracht, stallen",,,,"20ste eeuw, eerste kwart 19de eeuw",,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128228,Vastgesteld bouwkundig erfgoed,Landhuis,Ganzeplas 21 (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,"hekken, hekpijlers, hoeven, landhuizen, sites met walgracht, stallen",,,,"20ste eeuw, eerste kwart 19de eeuw",,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
73768,Vastgesteld bouwkundig erfgoed,Boerenwoning,Geuzestraat 1 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,,,boerenwoningen,,,,,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128229,Vastgesteld bouwkundig erfgoed,Boerenwoning,Geuzestraat 1 (Aalter),Oost-Vlaanderen,Aalter,Knesselare,,,boerenwoningen,,,,,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
97556,Vastgesteld bouwkundig erfgoed,Boerenhuis De Goedingen,Goedingenstraat 5 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,boerenwoningen,,,,,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
94129,Vastgesteld bouwkundig erfgoed,Hoeve Goedingen-Oost,Goedingenstraat 9 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,"boerenwoningen, hoeven met losse bestanddelen",,,,16de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128230,Vastgesteld bouwkundig erfgoed,Hoeve Goedingen-Oost,Goedingenstraat 9 (Aalter),Oost-Vlaanderen,Aalter,Bellem,,,"boerenwoningen, hoeven met losse bestanddelen",,,,16de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
96719,Vastgesteld bouwkundig erfgoed,Boerenhuis,Grote Ganzeplas 40 (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,"boerenwoningen, hoeven",,,,tweede helft 18de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128231,Vastgesteld bouwkundig erfgoed,Hoeve met losse bestanddelen,Grote Ganzeplas 40 (Aalter),Oost-Vlaanderen,Aalter,Aalter,,,"bakhuizen, boerenwoningen, hoeven met losse bestanddelen, paardenstallen, schuren, stallen",,,,tweede helft 18de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
84712,Vastgesteld bouwkundig erfgoed,Wegkapel,Grote Lijkstraat (Aalter),Oost-Vlaanderen,Aalter,Lotenhulle,,,betreedbare kapellen (klein erfgoed),,,,vierde kwart 19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128234,Vastgesteld bouwkundig erfgoed,Wegkapel,Grote Lijkstraat (Aalter),Oost-Vlaanderen,Aalter,Lotenhulle,,,betreedbare kapellen (klein erfgoed),,,,vierde kwart 19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
64038,Vastgesteld bouwkundig erfgoed,Hoeve losstaande bestanddelen,Grote Lijkstraat 28 (Aalter),Oost-Vlaanderen,Aalter,Lotenhulle,,,"boerenwoningen, grachten (infrastructuur), hoeven met losse bestanddelen",,,,,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
70077,Vastgesteld bouwkundig erfgoed,Hoeve losstaande bestanddelen,Grote Lijkstraat 30 (Aalter),Oost-Vlaanderen,Aalter,Lotenhulle,,,"boerenwoningen, hoeven met losse bestanddelen, waterpompen",,,,19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128232,Vastgesteld bouwkundig erfgoed,Hoeve met losse bestanddelen,Grote Lijkstraat 30 (Aalter),Oost-Vlaanderen,Aalter,Lotenhulle,,,"boerenwoningen, hoeven met losse bestanddelen, waterpompen",,,,19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
76876,Vastgesteld bouwkundig erfgoed,Hoeve losstaande bestanddelen,Grote Lijkstraat 34 (Aalter),Oost-Vlaanderen,Aalter,Lotenhulle,,,"asten, boerenwoningen, hoeven met losse bestanddelen, schuren, stallen, wagenhuizen",,,,19de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
128233,Vastgesteld bouwkundig erfgoed,Hoeve met losse bestanddelen,Grote Lijkstraat 34 (Aalter),Oost-Vlaanderen,Aalter,Lotenhulle,,,"asten, boerenwoningen, hoeven met losse bestanddelen, schuren, stallen, wagenhuizen",,,,19de eeuw,,,Vaststelling van de inventaris bouwkundig erfgoed in de provincie Oost-Vlaanderen,,2023-06-20,,,15002,Agentschap Onroerend Erfgoed,nee
9238,Beschermd monument,Kapel Onze-Lieve-Vrouw Voorspraak,Grote-Kapellestraat (Aalter),Oost-Vlaanderen,Aalter,Knesselare,"4.01/44029/103.1, 4.01/44029/114.1, DO000728, OO001789",,bedevaartkapellen,,,,tweede kwart 18de eeuw,,,Project beschermingsdatabank 2013-2016,,1984-11-14,,,1999,Agentschap Onroerend Erfgoed,nee
9239,"Beschermd stads- of dorpsgezicht, intrinsiek",Kapel Onze-Lieve-Vrouw Voorspraak met omgeving,Grote-Kapellestraat (Aalter),Oost-Vlaanderen,Aalter,Knesselare,"4.02/44029/101.1, 4.02/44029/105.1, DO000728, OO001790",,"bedevaartkapellen, hoeven, kapelbomen, wachterswoningen",,,Tilia,18de eeuw,,,Project beschermingsdatabank 2013-2016,,1984-11-14,,,1999,Agentschap Onroerend Erfgoed,nee
60191,Vastgesteld bouwkundig erfgoed,Kapel Onze-Lieve-Vrouw-Voorspraak,Grote-Kapellestraat (Aalter),Oost-Vlaanderen,Aalter,Knesselare,,,bedevaartkapellen,,,,tweede kwart 18de eeuw,,,"Vaststelling van de inventaris bouwkundig erfgoed 2009, Vaststelling van de inventaris bouwkundig erfgoed 2010, Vaststelling van de inventaris bouwkundig erfgoed 2011, Vaststelling van de inventaris bouwkundig erfgoed 2012, Vaststelling van de inventaris bouwkundig erfgoed 2013, Vaststelling van de inventaris bouwkundig erfgoed 2014",,2009-09-24,2023-06-20,,5825,Agentschap Onroerend Erfgoed,nee
